address,contact,description,image_url,price,title
"Bracknell Gate, Frognal Lane, Hampstead, NW3",020 8022 6995,"Situated on the top (third) floor of this highly sought after purpose built portered block in Hampstead, and accessible via a passenger lift, a bright and beautifully presented one bedroom apartment, recently subject to a full refurbishment.The apartment enjoys magnificent far reaching views and...",https://media.onthemarket.com/properties/9505440/1330927815/image-0-480x320.jpg,"£425,000 ",1 bedroom flat for sale
"Tiptree Drive, Enfield",020 8115 2861,"Kings Group - Enfield Town are pleased to offer this CHAIN FREE, TOP FLOOR STUDIO APARTMENT  which is located within walking distance of Enfield Town Overground Station which offers fast links into London Liverpool Street with connections to the Victoria Line (underground) at Seven Sisters. In...",https://media.onthemarket.com/properties/9783229/1330927662/image-0-480x320.jpg,"£225,000 ",Studio for sale
"Westerham Avenue, Edmonton, N9",020 8115 2864,*CLICK FOR VIDEO TOUR* KINGS have the pleasure of presenting this LARGER THAN AVERAGE Three Bedroom Semi Detached House which is RARELY AVAILABLE and situated in the SOUGHT AFTER LOCATION of Westerham Avenue itself. This naturally double fronted 1930's built home is well presented and in...,https://media.onthemarket.com/properties/9492701/1330927626/image-0-480x320.jpg,"£550,000 ",3 bedroom semi-detached house for sale
"Butler Road, London, NW10",020 8022 6798,"CHURCHILLMATHESONS are pleased to offer FOR SALE this RECENTLY REFURBISHED TWO BEDROOM SECOND FLOOR PURPOSE BUILT (X Local Authority) Flat.The property has a NEWLY FULLY FITTED KITCHEN, MODERN THREE PIECE BATHROOM, DOUBLE GLAZING and GAS CENTRAL HEATING. GOOD RENTAL OPPORTUNITY OR FIRST TIME...",https://media.onthemarket.com/properties/9783211/1330927213/image-0-480x320.jpg,"£350,000 ",2 bedroom flat for sale
"Kenmare Gardens, London N13",020 8115 0202,"Beautiful presented 1930s built end of terrace house located in a quiet residential turning close to Palmers Greens shops, restaurants, bus routes and mainline station into Moorgate.  Virtual tour available. Three bedrooms  Spacious hallway with original stained glass front door  Living room with...",https://media.onthemarket.com/properties/8928362/1330927025/image-0-480x320.jpg,"£575,000 ",3 bedroom end of terrace house for sale
"Burford Gardens, Palmers Green, N13",020 8115 0202,"CHAIN FREE Edwardian end of terrace family home offering in excess of 1500 sq ft benefiting from four bedrooms, two receptions, a kitchen/diner and a SOUTH FACING rear garden.Burford Gardens is a popular residential turning located between Fox Lane and Bourne Hill and is within easy walking...",https://media.onthemarket.com/properties/9783206/1330927020/image-0-480x320.jpg,"£825,000 ",4 bedroom end of terrace house for sale
"The Chine, Winchmore Hill",020 8022 6639,This fine period home is located in one of Winchmore Hill's premier roads. The Edwardian residence occupies one of the largest plots in the area on approx 0.58 of an acre and the home is perfectly set up for large scale family entertaining with its interlinking reception rooms and living space...,https://media.onthemarket.com/properties/8294624/1330926892/image-0-480x320.jpg,"£2,425,000 ",5 bedroom house for sale
"Friendly Street, SE8",020 8022 6775,2 Bedrooms | Kitchen Diner | Conservation area | Through living Room | Period features | Mature garden | Great Primary Schools!,,"£650,000 ",2 bedroom terraced house for sale
"Keogh Road, Stratford",020 8115 2075,"We are delighted to offer for sale this well presented one bedroom period conversion flat with its own rear garden. Comprising of a kitchen/diner, double bedroom, cellar, own rear garden and a lengthy lease in the region of 952 years (approx).Ideally located, the property is situated within easy...",https://media.onthemarket.com/properties/9783189/1330926469/image-0-480x320.jpg,"£315,000 ",1 bedroom flat for sale
"Bolton Gardens, South Kensington, London",020 8033 9569,An exclusive and rare to the market property with direct access to and views across Gledhow Gardens communal gardens...,https://media.onthemarket.com/properties/9783137/1330925692/image-0-480x320.jpg,"£3,295,000 ",2 bedroom flat for sale
"Trinity Cottages, Richmond",020 8033 5521,"A rare opportunity to acquire a two bedroom, Victorian house, in a very pretty row of cottages, in Richmond upon Thames.CASH BUYERS ONLY.This property requires full modernisation throughout.Located near Richmond town centre and offered with no onward chain, there is an opportunity to create a...",https://media.onthemarket.com/properties/9783118/1330925429/image-0-480x320.jpg,"£499,950 ",2 bedroom end of terrace house for sale
"Camberwell Grove, Camberwell, SE5",020 8033 0163,Large One Bed Georgian Gem With Shared Garden on Best Street - CHAIN FREE.Get a taste of period living in this first floor apartment based in a five storey converted Georgian house on sedate Camberwell Grove. All the period features remain - from the box sash windows to the simply gorgeous high...,https://media.onthemarket.com/properties/9783117/1330925424/image-0-480x320.jpg,"£525,000 ",1 bedroom flat for sale
"Smithy Street, London",020 3641 3316,"*Physical Viewings Being Accepted*A beautifully presented split level, two bedroom apartment, measuring in at 753 sq/ft just moments from the vibrant hot spots of Brick Lane and Shoreditch.",https://media.onthemarket.com/properties/9783074/1330924512/image-0-480x320.jpg,"£375,000 ",2 bedroom flat for sale
"Pickhurst Lane, West Wickham, BR4",020 8115 2840,"A spacious and well presented 4 Bedroom 1930s built detached family home, located on one of the most convenient roads in West Wickham & Hayes and is perfect for a family wishing to put their own stamp on their forever home.For those with a need to commute the property is within walking distance...",https://media.onthemarket.com/properties/9783069/1330924297/image-0-480x320.jpg,"£775,000 ",4 bedroom detached house for sale
"The Highlands, Barnet, Hertfordshire",020 8022 6649,*CHAIN FREE* Boasting over 800 sqft is this well located 2 bedroom spacious apartment with a balcony. As you enter the apartment you will see it has been fully redecorated and each room is off of the main hallway. The bright and airy reception room offers a balcony with stunning views over...,https://media.onthemarket.com/properties/9783019/1330923477/image-0-480x320.jpg,"£450,000 ",2 bedroom flat for sale
"Butler Road, London, NW10",020 8022 6583,"CHURCHILLMATHESONS are pleased to offer FOR SALE this RECENTLY REFURBISHED TWO BEDROOM SECOND FLOOR PURPOSE BUILT (X Local Authority) Flat.The property has a NEWLY FULLY FITTED KITCHEN, MODERN THREE PIECE BATHROOM, DOUBLE GLAZING and GAS CENTRAL HEATING. GOOD RENTAL OPPORTUNITY OR FIRST TIME...",https://media.onthemarket.com/properties/9783018/1330923451/image-0-480x320.jpg,"£350,000 ",2 bedroom flat for sale
"Sparrow Farm Road, Epsom",020 8022 6627,"The Personal Agent are proud to present this beautifully presented four bedroom family home, just a stone's throw from a highly sought after local school, as well as local shops, Stoneleigh Broadway railway station and the Historic Nonsuch Park, with Epsom and Kingston just a short drive away...",https://media.onthemarket.com/properties/9782990/1330922991/image-0-480x320.jpg,"£685,000 ",4 bedroom semi-detached house for sale
"Clayton Road, Isleworth",020 8033 5522,"A stunning bay fronted extended family home, located in this quiet residential road in the Woodlands catchment in Isleworth. The accommodation comprises a double reception, kitchen/dining room with an exposed brick wall, utility room and shower room on the ground floor, whilst the first floor has...",https://media.onthemarket.com/properties/9782985/1330922967/image-0-480x320.jpg,"£599,950 ",3 bedroom end of terrace house for sale
"Imperial Road, Bedfont, Feltham, TW14",01784 335953,"Originally Built in 1912 is this superb 3 bedroom semi-detached freehold house.  Imperial Road is a popular location offering easy access to the Shops on Bedfont High Street and transport links to Heathrow Airport, Hatton Cross and Feltham Station.  The current accommodation consists of 3...",https://media.onthemarket.com/properties/9782980/1330922898/image-0-480x320.jpg,"£425,000 ",3 bedroom semi-detached house for sale
"Holly Hill, London",020 8115 0344,"Havilands are pleased to offer to market this bayfronted 3 bedroom semi-detached home located on this quiet residential turning in Winchmore Hill. Ground floor boasts a light & spacious front reception room, the rear reception room - currently used as a dining area opens into the garden. The...",https://media.onthemarket.com/properties/9782953/1330922496/image-0-480x320.jpg,"£850,000 ",3 bedroom semi-detached house for sale
"The Chine, Grange Park",020 8115 0344,"RARE OPPORTUNITY - Substantial period property boasting an elevated position at the top of The Chine - one of the most sought after locations within N21 - offering 3/4 living rooms; 5 bedrooms, 3 bathrooms, garage and OSP for several cars plus garden of approximately 200ft.",https://media.onthemarket.com/properties/9164165/1326558064/image-0-480x320.jpg,"£2,425,000 ",5 bedroom detached house for sale
"Sangley Road, London",020 8115 3108,This Attractive first floor Period conversion apartment situated on a popular and well known road just a short walk to the High street of South Norwood with its shops and amenities as well as the Sainsburys superstore from Selhurst Park and the fabulous transport links including the 'one stop...,https://media.onthemarket.com/properties/9782900/1330921306/image-0-480x320.jpg,"£300,000 ",2 bedroom flat for sale
"Norbury Hill, Streatham",020 8022 6750,"A fantastic opportunity to purchase this wonderful end of terrace converted house, located on this prime residential street comprising of entrance hall, open plan kitchen/lounge, ground floor shower room, and two bedrooms located upstairs. Other benefits include private well maintained rear...",https://media.onthemarket.com/properties/9656632/1327650677/image-0-480x320.jpg,"£475,000 ",2 bedroom end of terrace house for sale
"Compass Point, Limehouse, E14",020 8022 6981,"Offered to the market in an immaculate condition, is this lovely two bedroom, second floor apartment, located in Westferry. The property is bright, airy and modern throughout and internally comprises of a large reception room, semi-separate, fully fitted kitchen, two double bedrooms with an ensuite",https://media.onthemarket.com/properties/9782838/1330919873/image-0-480x320.jpg,"£480,000 ",2 bedroom apartment for sale
"Voss Street, London, E2",020 8033 1853,"LAST REMAINING HOUSETucked away discreetly along a cobbled street lies this architecturally designed 3 bedroom 2 bathroom mews house, in the East Ends original silk weavers district.This house at Voss Street has been selected for prestigious and widely published awards such as Dezeen Awards 2020...",https://media.onthemarket.com/properties/9510611/1330919509/image-0-480x320.jpg,"£995,000 ",3 bedroom mews for sale
"St. Georges Square, Pimlico, SW1",020 8128 1488,This spacious lower ground floor apartment is set within a stucco fronted building on this high desired garden square. There are 2 double bedrooms along with 2 bathrooms and a generous reception room.St. George's Square is within close proximity of both Pimlico tube station and Vistoria...,https://media.onthemarket.com/properties/9782798/1330919312/image-0-480x320.jpg,"£1,225,000 ",2 bedroom flat for sale
